203,232
790,898
439,439
776,265
264,745
126,921
352,158
179,208
40,173
882,28
762,741
771,285
377,145
790,375
768,747
949,33
659,165
283,166
195,354
856,149
9,692
360,693
473,781
713,27
493,794
481,201
336,7
739,899
138,950
917,384
920,758
876,644
426,153
658,891
277,566
181,448
198,140
566,73
204,314
269,741
381,390
569,584
890,202
750,341
467,391
680,834
397,678
909,114
28,124
349,559
199,608
262,644
824,284
491,850
421,116
886,58
811,545
820,541
390,871
295,404
613,500
20,929
187,950
97,138
909,287
422,815
335,715
8,942
809,827
147,585
538,817
115,272
688,981
954,325
733,790
312,559
140,996
2,330
493,676
619,203
892,765
495,154
310,466
638,72
748,637
928,903
669,776
853,410
986,446
507,803
230,318
664,188
277,557
955,469
750,499
202,353
516,942
798,363
518,978
718,123
497,124
743,841
214,818
96,869
618,399
830,192
309,750
958,676
78,96
120,565
924,156
8,428
851,54
887,163
973,86
38,22
524,728
493,689
278,85
440,936
483,620
855,296
271,645
267,757
61,530
726,954
251,335
111,452
402,64
245,410
360,70
580,851
256,807
613,299
52,470
985,76
903,809
443,283
727,462
575,59
699,502
750,429
852,346
628,321
535,755
69,364
435,192
794,59
362,235
780,145
898,677
88,550
358,711
388,53
141,328
955,463
647,659
208,370
486,881
13,629
668,570
719,766
280,141
272,282
922,638
352,339
631,58
220,756
950,292
851,203
94,422
475,319
749,473
560,631
549,526
757,802
12,269
728,244
450,629
765,64
933,461
792,631
146,217
416,305
780,810
431,309
828,992
451,914
945,9
738,119
983,688
148,898
892,30
896,476
946,508
800,988
370,363
815,399
216,872
591,221
450,352
190,899
510,938
816,263
675,522
96,82
333,117
737,264
101,430
35,657
704,630
11,549
161,219
7,136
542,650
125,72
146,865
81,540
501,51
83,842
955,840
14,665
554,615
192,366
128,950
540,1
597,930
454,793
878,874
137,461
950,802
693,201
849,780
563,857
818,406
404,762
274,545
708,66
139,597
311,121
457,228
20,381
900,878
103,671
170,514
685,572
769,349
737,806
641,318
909,221
589,374
500,358
181,608
807,856
484,257
392,184
736,287
279,696
683,356
416,112
131,272
885,447
37,702
19,409
819,409
750,811
11,270
798,151
74,213
470,275
271,608
611,548
3,394
780,396
669,745
424,464
480,278
266,322
366,456
760,900
457,393
458,52
390,27
8,769
543,903
462,719
841,461
688,238
162,613
221,914
624,957
510,923
636,263
342,114
844,685
900,282
680,345
495,280
113,895
696,834
106,832
393,350
504,237
665,768
79,547
60,270
976,270
620,98
706,982
711,713
634,944
509,911
200,975
797,954
523,155
103,190
655,354
725,459
388,763
922,381
236,250
419,9
554,908
6,286
12,829
186,70
972,109
950,704
257,2
143,767
617,934
979,8
743,318
181,412
574,998
270,704
341,295
271,61
253,821
353,523
111,265
517,999
752,147
211,866
918,509
491,680
386,967
470,156
420,725
960,869
592,923
442,578
939,775
27,44
969,776
693,413
370,72
598,385
442,873
710,429
837,33
886,808
879,282
610,51
379,979
303,57
395,817
297,243
314,445
672,110
900,34
466,206
330,398
622,190
960,957
619,259
200,220
201,362
53,434
90,583
939,433
56,139
819,976
398,819
250,610
172,768
983,301
413,591
209,568
455,895
560,360
728,429
812,120
235,370
412,989
245,569
213,628
583,279
512,825
946,456
228,420
751,721
105,200
928,683
643,861
829,92
200,384
592,161
313,334
992,529
136,167
928,284
793,105
760,344
913,695
66,634
806,726
388,241
893,269
902,540
986,49
772,275
504,627
678,186
574,29
197,904
919,392
335,777
224,881
5,193
117,613
436,232
912,81
366,858
962,832
42,698
137,356
243,229
257,623
219,132
163,247
775,818
398,902
285,131
790,354
283,108
210,332
615,628
827,730
357,464
50,712
770,912
362,543
908,471
195,373
945,842
193,871
818,625
595,899
745,779
360,395
2,746
847,614
564,29
221,712
403,180
250,799
522,43
216,380
286,964
831,531
164,371
942,451
456,242
949,260
494,58
701,214
421,882
563,738
357,508
612,223
81,388
454,588
216,179
374,127
636,639
967,39
791,575
976,562
615,961
452,982
780,243
223,944
621,412
441,523
200,778
600,500
379,239
345,900
499,301
805,522
390,85
548,270
647,701
164,90
936,143
183,158
441,983
86,957
642,927
256,175
967,375
289,280
997,198
110,541
403,705
836,403
467,98
980,927
979,898
704,842
669,389
350,612
270,375
489,219
82,843
497,116
707,715
905,735
491,669
703,622
80,597
543,314
476,255
458,85
238,567
758,141
410,439
985,512
607,811
96,798
925,210
514,777
521,545
324,793
363,572
552,548
670,602
745,765
522,488
750,279
709,236
332,500
145,988
645,534
336,263
639,502
624,593
713,471
922,436
725,146
374,363
103,891
334,983
343,503
315,245
574,248
496,562
497,472
521,213
286,677
735,244
739,873
376,418
271,171
795,492
301,388
89,738
797,831
692,533
177,802
798,447
607,440
733,154
982,216
264,489
516,66
949,683
3,26
931,119
727,439
708,470
444,284
16,948
613,538
110,321
110,544
229,396
299,238
665,581
233,594
893,281
45,29
262,404
503,906
211,490
700,361
487,64
585,950
610,525
942,346
835,5
682,735
179,291
173,364
640,230
527,704
273,437
721,425
724,293
275,732
650,398
485,359
915,374
788,829
578,165
278,174
554,866
619,690
652,501
883,849
984,455
126,804
886,153
111,766
263,203
185,27
685,97
804,806
402,525
872,52
476,342
329,834
146,555
421,515
695,717
527,272
416,420
324,960
415,172
739,973
995,941
123,166
406,47
239,556
630,952
477,422
648,298
501,776
751,1
819,506
780,191
646,616
695,662
632,12
523,422
112,565
535,763
47,687
166,156
801,345
844,855
579,513
168,640
537,786
487,340
666,599
534,901
11,907
846,747
814,466
29,578
306,178
493,656
690,578
448,972
551,532
937,336
541,168
658,839
839,246
694,61
626,555
463,933
232,41
738,774
282,166
266,192
120,993
464,992
99,47
125,480
499,628
769,775
189,801
438,899
96,443
285,83
17,155
98,904
635,512
684,263
419,610
93,148
168,426
842,467
55,498
34,440
656,496
949,791
659,922
799,845
205,575
853,10
452,319
868,276
202,700
736,682
974,149
956,693
706,857
31,208
186,505
963,545
477,178
327,746
815,747
77,150
601,731
340,751
690,310
947,835
985,385
431,983
596,191
152,708
286,477
323,96
511,571
404,40
86,418
913,596
852,779
268,435
605,704
697,996
667,568
646,827
249,628
892,19
545,257
591,336
548,374
144,508
553,734
274,681
583,237
953,402
281,151
987,45
228,358
500,33
166,703
195,96
266,280
368,20
608,877
350,898
858,434
346,750
34,137
222,602
106,184
521,501
13,140
217,406
684,666
416,2
129,36
169,105
641,214
285,927
450,29
254,684
82,562
950,455
766,664
609,166
811,395
863,167
810,718
795,846
764,278
847,943
624,134
633,747
746,532
356,232
284,281
706,96
165,246
583,886
215,498
240,801
546,281
33,116
970,363
181,823
858,572
274,494
276,60
387,327
552,760
938,120
998,562
356,760
149,102
188,496
607,504
103,154
882,627
989,136
16,167
340,31
758,724
399,174
943,229
35,735
748,253
57,550
593,192
613,779
917,508
156,598
903,560
233,639
83,967
500,971
837,975
505,914
442,525
418,359
986,669
959,695
683,477
424,795
368,309
74,604
305,673
741,242
204,190
659,772
275,579
460,128
51,33
446,125
716,378
285,18
350,208
517,637
3,91
158,561
511,70
205,260
429,317
476,879
368,867
665,271
390,935
246,550
578,103
818,551
255,921
213,446
118,254
558,236
695,435
311,721
234,683
669,511
610,806
666,176
100,249
24,939
772,839
662,377
978,781
497,11
209,142
924,756
187,302
583,301
491,350
143,96
150,195
888,344
194,662
252,276
251,69
355,537
0,386
339,389
924,166
983,24
893,30
650,488
392,143
188,122
813,853
717,530
336,124
413,355
144,540
613,987
693,467
578,541
482,77
955,991
90,661
733,719
205,811
974,391
12,241
137,885
38,667
122,386
846,526
637,657
715,108
825,766
402,688
568,784
61,216
941,58
978,575
110,628
785,827
334,236
804,394
421,45
377,315
666,132
233,370
949,861
272,515
943,561
658,320
42,201
149,382
608,815
837,714
585,368
320,578
524,726
615,288
859,357
389,825
621,278
212,515
642,565
563,498
143,816
57,67
919,439
492,800
217,589
836,458
179,526
246,352
762,889
850,841
712,803
464,386
870,394
344,976
456,172
144,795
910,860
338,275
664,145
452,551
239,296
705,231
370,943
423,936
737,112
683,294
351,492
463,806
20,22
542,352
443,528
305,901
739,216
982,129
989,381
359,939
839,846
646,405
973,975
832,834
558,871
592,486
951,144
720,590
764,246
376,112
404,211
701,150
523,769
723,764
514,343
900,76
532,500
682,250
598,615
755,487
782,772
151,740
402,202
96,247
481,62
319,225
431,611
821,344
975,609
903,343
377,565
526,600
803,31
21,13
984,131
683,933
961,970
870,192
418,232
749,382
998,866
10,115
382,793
925,894
176,953
258,3
26,402
735,347
804,316
740,338
849,500
815,673
653,99
796,469
519,482
417,19
962,264
6,475
121,540
504,330
45,289
591,642
760,682
142,411
845,820
81,382
642,483
619,0
154,997
515,539
400,345
335,82
662,517
751,707
401,262
135,147
966,482
546,583
119,36
965,333
854,140
868,578
585,470
186,728
200,368
294,881
561,276
953,877
24,320
395,974
132,392
138,728
324,248
361,464
436,292
632,40
208,418
995,242
908,489
46,985
485,943
71,772
804,452
418,371
543,908
616,613
835,787
430,513
146,302
637,213
420,203
291,539
841,8
84,125
615,951
774,218
788,989
808,639
103,882
231,950
461,654
409,246
889,672
651,963
671,611
638,228
796,913
959,587
896,759
626,851
902,937
42,54
904,434
595,251
749,290
429,753
52,990
731,965
554,672
938,441
944,188
587,367
890,701
669,212
459,326
875,419
519,962
294,818
518,398
733,373
130,343
909,41
807,792
165,511
65,22
841,187
435,652
470,486
507,396
448,412
658,169
455,353
858,278
931,526
174,493
90,967
882,811
253,313
487,309
298,256
775,35
174,128
230,50
392,893
150,85
841,172
756,232
773,629
122,239
942,738
657,542
638,472
172,439
579,967
519,287
393,708
507,715
78,932
501,478
594,319
969,766
405,925
301,283
902,64
965,220
254,644
253,761
154,714
458,163
757,309
470,242
52,29
506,698
311,722
383,791
536,865
317,800
230,592
715,215
134,668
270,120
969,844
671,204
49,486
663,936
435,553
363,44
594,52
142,341
681,510
953,944
942,400
726,179
256,352
148,245
706,288
724,571
793,532
284,553
687,958
610,849
173,487
433,459
340,554
180,65
445,837
620,754
114,655
623,954
73,405
615,74
102,402
35,151
629,230
141,1
775,561
842,606
918,21
560,214
444,551
355,65
774,128
844,70
728,674
233,638
32,586
857,853
512,152
387,336
954,707
166,979
337,381
951,257
346,230
909,843
606,841
160,510
906,83
357,890
513,691
92,680
633,179
44,696
624,191
15,289
479,194
198,688
956,864
86,376
50,45
490,472
995,861
646,809
43,288
585,615
189,248
166,324
850,320
986,563
737,811
536,879
161,10
637,187
573,975
341,958
280,988
331,773
447,431
103,514
765,780
809,355
50,820
51,424
184,381
917,250
834,311
710,292
17,860
966,653
571,568
114,443
830,55
670,470
978,577
307,287
264,226
866,505
82,542
169,318
109,906
615,273
508,13
475,832
267,546
575,64
325,595
598,929
275,549
337,321
544,337
721,500
898,903
1,41
101,228
878,238
497,145
311,474
753,996
443,629
170,56
970,859
980,522
599,966
575,445
237,82
972,767
17,978
362,833
798,307
469,208
49,260
805,406
680,184
877,809
103,567
260,278
550,358
13,345
421,572
55,741
359,484
276,514
599,563
588,170
750,987
57,653
272,556
720,870
760,490
199,202
845,466
951,582
933,188
267,813
235,248
691,530
956,896
520,303
228,537
253,627
903,526
547,95
453,140
642,516
729,488
335,73
603,504
172,178
708,468
497,356
694,210
907,140
212,802
791,442
987,222
915,140
449,838
8,113
966,908
780,481
58,582
835,544
955,729
423,509
237,68
803,503
257,872
185,120
535,818
317,845
825,306
212,728
688,26
824,998
773,71
312,268
877,335
306,832
389,647
747,485
266,581
456,983
276,600
839,852
758,236
803,84
480,270
592,94
84,271
617,619
141,997
104,498
535,426
870,952
103,298
304,51
109,653
99,678
194,998
390,124
952,663
891,330
694,543
789,18
502,547
855,210
998,483
126,293
701,309
275,194
919,875
854,850
904,684
317,679
524,505
776,805
294,691
804,192
342,154
67,633
28,756
476,917
641,871
617,552
885,830
110,376
0,583
987,960
896,66
820,502
447,307
297,532
867,70
219,762
472,53
583,778
974,988
94,301
867,599
35,327
370,201
208,298
187,321
234,80
299,949
464,33
732,685
903,972
51,828
543,63
796,906
127,953
515,869
560,939
89,269
168,214
178,676
757,505
841,71
605,560
175,553
238,296
278,365
532,704
673,263
600,550
926,121
729,909
792,208
378,569
224,524
45,177
652,893
172,464
811,69
13,708
144,985
702,640
802,364
326,305
70,67
708,290
446,999
872,939
892,665
281,473
800,824
125,292
433,879
993,511
968,489
775,414
287,413
61,626
92,865
625,685
398,625
725,78
158,946
717,469
190,906
464,97
993,595
742,729
245,989
578,177
915,40
125,658
772,556
605,15
730,534
251,952
452,330
898,994
806,182
348,642
757,369
301,904
420,833
65,785
851,23
915,257
69,504
584,790
868,809
144,544
752,595
413,252
771,933
503,840
143,871
664,353
635,716
132,852
105,62
523,927
65,817
212,414
587,518
418,367
45,605
93,217
323,589
70,796
803,634
508,568
549,20
533,766
386,276
463,630
356,768
115,188
835,498
0,78
227,639
951,224
993,724
106,966
190,206
773,34
803,803
433,739
139,875
19,673
466,661
523,328
801,99
967,317
507,932
721,150
579,23
227,952
868,490
171,496
841,850
836,870
651,2
496,637
526,997
999,178
203,529
397,980
817,371
982,107
287,924
274,921
949,584
499,776
241,153
327,480
624,683
490,200
718,885
320,560
205,43
182,298
368,63
995,795
589,742
913,671
728,663
489,280
832,135
244,493
381,294
973,650
16,170
697,393
553,826
333,915
601,451
198,173
822,12
221,185
225,225
282,267
165,119
925,488
722,857
947,515
364,763
991,850
437,452
798,793
622,28
245,556
499,782
541,251
981,115
876,784
157,631
494,780
131,618
122,813
269,767
249,689
621,193
66,975
765,254
330,625
721,349
708,377
344,138
628,111
103,638
955,187
944,572
685,128
703,16
635,659
342,67
19,908
762,876
482,15
192,417
57,140
532,795
726,401
775,169
936,763
806,167
693,85
105,821
486,772
401,754
422,872
320,912
75,804
457,19
511,932
175,87
523,153
710,409
590,25
502,534
63,803
356,529
411,295
391,36
846,156
972,785
365,661
482,428
82,764
284,865
40,517
653,764
594,765
508,574
65,671
299,535
251,655
996,4
989,617
638,539
506,694
14,313
832,508
989,179
815,441
436,548
544,383
516,410
979,548
232,112
811,941
439,134
966,726
686,433
143,852
328,759
336,495
900,13
861,287
309,950
110,281
249,916
1,596
895,341
542,713
864,634
517,283
16,727
375,200
153,209
26,28
851,11
787,902
300,210
333,463
85,567
985,767
292,305
153,213
602,575
296,679
607,416
134,260
345,827
776,406
895,264
740,289
282,714
844,183
142,325
997,913
81,871
661,684
796,567
21,826
355,795
89,757
580,380
868,640
801,131
586,498
6,805
319,523
783,984
747,970
494,9
280,942
525,477
427,545
272,972
813,607
648,60
346,632
816,773
858,670
508,135
794,233
678,625
13,615
90,4
6,806
837,112
385,331
843,68
893,438
129,385
402,199
616,448
998,707
722,556
344,242
440,738
159,512
396,137
481,641
742,254
811,41
266,163
846,815
764,972
908,854
683,183
627,975
339,207
655,75
836,692
216,677
436,154
11,123
101,35
356,266
598,453
712,44
69,915
0,742
649,986
291,568
535,854
894,653
96,129
821,536
336,289
785,925
836,745
673,215
259,31
10,561
887,75
637,957
69,828
165,121
579,953
17,431
310,457
611,141
533,94
930,789
11,929
629,20
587,94
963,940
472,168
122,727
144,265
425,673
446,222
916,683
765,833
258,270
54,353
331,44
890,320
556,221
84,21
170,65
864,742
607,511
297,477
385,456
469,226
148,708
142,364
563,550
103,134
133,879
68,496
441,468
424,279
874,68
320,865
455,428
568,17
943,634
663,75
81,82
864,98
501,261
231,963
182,237
576,90
335,302
830,214
151,303
299,729
232,187
23,723
124,475
719,113
37,118
745,523
17,582
30,174
669,841
328,302
727,946
221,70
83,629
540,601
895,252
733,415
956,298
745,825
791,890
210,1
46,752
425,191
742,653
262,694
390,918
96,5
823,125
681,538
314,535
534,165
267,146
771,636
801,700
529,586
528,678
329,217
855,214
323,640
26,766
44,356
436,535
782,188
171,659
865,626
390,311
202,325
754,319
787,692
90,311
145,973
534,121
81,510
781,48
554,617
108,457
455,560
727,94
406,525
606,785
989,515
591,375
774,333
488,152
688,567
126,779
906,614
573,864
423,884
103,764
582,572
739,333
349,95
99,375
224,236
805,572
889,789
637,980
599,997
852,835
295,425
674,595
726,542
67,644
274,52
954,238
167,953
266,34
525,267
270,274
632,456
598,837
952,960
659,645
17,758
394,377
992,628
819,581
200,432
887,719
459,964
251,591
652,813
343,950
10,1
813,886
493,526
856,948
70,73
123,920
745,66
537,186
432,798
583,323
930,599
397,432
727,757
348,36
444,615
411,900
413,652
269,707
580,636
922,356
546,785
832,696
170,202
15,837
296,317
116,357
877,785
210,700
93,924
111,765
816,415
531,433
235,427
297,461
404,132
537,302
648,655
109,733
685,728
890,839
672,266
501,143
140,583
288,391
433,898
458,266
950,595
537,428
734,204
134,126
854,320
136,494
431,583
58,872
347,753
379,652
570,632
780,101
383,496
447,502
180,815
553,235
195,948
680,981
505,128
120,123
289,614
884,735
538,592
559,560
507,53
587,224
769,612
230,760
729,103
815,558
438,623
930,157
807,654
368,99
645,788
427,171
932,572
863,99
854,874
239,494
264,251
465,818
297,998
146,342
255,522
846,964
829,158
703,724
309,305
978,910
299,278
157,6
790,445
127,623
382,341
56,552
677,163
215,830
180,291
411,643
653,130
517,884
858,193
818,744
917,854
515,207
867,846
737,261
783,153
845,765
59,873
723,808
108,804
250,211
69,636
268,440
413,617
755,373
497,259
186,722
633,746
719,256
589,108
363,768
318,677
197,446
640,196
173,33
613,734
601,977
474,780
601,362
174,655
492,843
278,890
505,475
906,705
66,638
744,889
821,272
205,67
416,315
767,297
564,102
73,25
611,855
530,571
437,261
859,135
599,353
937,706
352,375
235,138
903,33
584,315
631,498
315,93
347,431
248,423
205,316
591,816
668,989
925,926
975,894
982,819
237,584
771,142
655,16
854,246
720,507
250,732
795,909
901,778
73,857
382,161
782,433
441,558
541,733
967,54
932,415
672,200
302,846
75,668
479,485
728,139
13,107
504,639
136,215
37,390
260,449
197,208
311,480
735,748
618,925
808,258
41,525
35,194
803,177
763,658
988,516
131,417
468,857
129,291
478,928
418,182
195,630
265,731
895,886
650,544
451,507
704,851
641,131
68,70
275,659
598,775
926,231
706,300
826,134
167,641
242,53
123,534
240,193
117,947
292,474
204,480
810,323
288,475
283,651
560,755
371,388
892,938
695,453
908,302
486,902
416,616
330,714
37,962
473,940
156,104
252,117
801,266
768,107
832,42
598,668
595,647
576,299
174,418
877,569
70,307
633,598
172,493
313,609
122,25
135,112
720,265
156,311
196,604
226,115
533,470
96,338
397,853
352,245
705,164
586,632
982,327
702,372
896,541
17,424
551,198
132,604
244,50
880,975
361,366
171,629
162,959
370,641
92,628
606,340
505,145
937,391
159,381
476,13
778,189
769,743
58,167
545,82
499,932
831,940
699,298
319,938
779,807
380,568
967,873
600,485
782,944
601,633
768,477
466,168
900,838
56,220
239,424
535,903
921,49
485,725
755,752
23,556
867,281
66,852
614,12
292,550
463,421
270,296
970,271
886,670
557,268
967,84
503,56
209,825
470,756
103,186
875,733
191,969
556,903
504,511
773,73
12,694
280,142
130,664
434,482
91,346
146,58
890,450
775,539
651,683
514,145
415,404
212,882
899,483
796,501
331,531
853,909
505,142
224,385
501,65
71,656
955,573
445,675
460,966
975,249
335,385
597,443
640,180
466,114
671,300
815,999
683,711
954,26
709,806
221,341
960,964
324,627
64,445
294,390
146,562
588,665
438,835
170,314
596,786
332,652
179,77
799,626
146,9
735,230
926,582
89,716
783,685
206,894
862,373
331,960
333,818
233,561
589,424
876,280
390,38
144,972
829,368
573,283
749,428
650,611
224,293
498,888
249,413
443,542
876,167
735,7
842,978
323,616
481,90
138,182
288,505
863,448
538,830
886,754
707,612
395,71
825,354
887,958
812,86
508,17
731,500
64,475
587,582
248,107
37,539
3,373
377,194
166,861
668,118
501,650
723,271
270,68
572,774
905,802
78,235
156,27
84,427
876,405
989,141
846,666
202,418
330,952
64,724
473,847
725,336
483,175
261,564
724,113
734,284
226,461
667,687
630,718
149,551
222,451
834,564
747,685
272,930
102,554
777,518
430,419
804,449
959,241
737,868
496,128
29,992
188,393
672,175
778,994
989,608
293,900
923,338
628,520
704,130
196,167
338,923
167,55
660,15
86,934
159,908
254,761
603,33
996,726
658,442
775,77
101,405
342,856
951,950
628,933
632,338
581,751
648,900
921,886
317,362
551,295
485,959
981,548
958,709
507,695
158,49
239,977
429,187
463,495
37,254
693,285
966,186
36,515
484,10
363,606
935,108
590,357
787,817
55,979
141,208
514,889
747,342
872,271
576,553
674,964
497,75
493,602
760,470
490,405
415,820
694,413
36,27
822,368
478,919
698,70
998,856
268,984
423,570
609,358
166,353
412,615
25,465
400,343
597,597
849,435
524,801
868,333
460,422
750,224
429,502
901,282
223,630
9,98
117,354
64,37
163,960
705,248
449,374
747,268
830,401
818,103
514,179
564,74
45,266
769,345
518,226
972,83
572,929
798,486
120,741
164,755
811,620
324,965
912,36
807,166
150,804
323,651
352,738
493,557
27,333
544,543
589,771
387,61
878,490
791,65
251,970
711,285
112,718
651,474
367,679
508,868
309,281
750,178
560,880
850,440
767,634
960,281
273,733
659,88
586,46
962,343
201,941
852,754
513,246
536,60
92,641
84,191
113,459
505,419
425,181
897,511
930,488
771,2
583,413
23,140
978,40
874,744
703,285
372,37
982,217
892,834
831,168
864,46
601,410
402,753
971,226
379,214
48,646
333,104
290,592
724,464
790,668
799,282
572,557
790,316
628,383
91,648
957,794
381,748
331,943
466,267
677,130
782,501
239,531
988,359
970,106
234,549
159,663
550,396
106,61
445,602
130,682
181,199
989,260
537,165
724,244
778,437
310,320
253,806
41,583
844,928
86,116
390,483
78,801
481,308
683,453
896,342
356,409
81,209
398,566
333,903
713,761
68,435
870,236
332,570
516,165
430,735
199,994
192,556
370,66
410,135
606,248
464,65
425,773
471,332
14,260
120,377
200,386
780,287
491,258
326,910
201,101
865,545
165,331
610,791
641,843
145,966
583,561
90,378
222,161
660,246
350,275
195,796
307,133
69,724
729,300
324,100
535,444
942,402
842,877
276,730
782,427
424,944
777,264
15,206
35,632
772,631
292,428
287,951
101,805
933,91
258,85
305,175
902,802
326,790
267,889
907,736
403,304
666,737
550,54
827,517
343,85
57,976
844,717
115,369
578,272
627,122
301,474
657,828
531,103
141,722
426,758
362,55
968,776
858,645
180,996
311,567
223,441
186,698
728,334
475,747
503,570
532,426
862,681
27,281
80,110
798,916
532,610
159,670
299,874
663,635
633,532
490,896
517,713
693,918
149,468
699,843
499,937
92,197
476,10
334,85
390,604
366,724
816,370
362,973
644,628
243,882
233,923
991,669
54,688
115,711
764,192
762,960
933,878
97,934
778,221
319,201
862,192
291,796
776,538
906,710
842,888
397,47
356,934
874,345
569,74
342,65
681,140
576,183
823,431
582,119
520,907
397,492
976,208
861,691
766,968
351,12
728,591
809,169
303,131
784,713
306,70
902,209
503,786
439,38
107,977
827,368
540,983
989,3
379,182
743,705
155,596
406,662
960,302
606,700
765,193
302,185
479,437
998,890
473,714
330,149
976,663
216,707
896,636
33,630
711,505
286,819
137,742
238,141
839,138
541,422
904,43
189,756
606,747
833,459
744,165
213,107
575,10
309,737
614,22
53,39
366,304
699,988
385,39
862,728
338,364
574,231
533,651
826,631
652,887
944,951
999,344
835,554
95,918
793,762
975,624
104,765
446,349
598,70
252,612
923,489
395,591
49,975
472,763
526,456
740,781
964,789
148,107
323,347
815,756
728,647
716,823
487,616
231,501
284,701
653,176
177,303
557,438
40,402
997,605
200,487
773,349
667,408
170,63
431,308
297,135
604,715
675,889
957,161
308,500
255,358
887,680
83,550
560,24
219,326
535,525
684,982
366,827
49,542
235,121
425,117
24,246
574,217
613,198
870,330
642,369
192,773
417,555
124,33
161,867
424,547
248,938
445,436
832,309
954,635
245,588
385,423
625,850
364,409
925,677
314,973
952,222
590,101
365,90
